p,e,method,target_setting,setting_id,tuning_parameter,tuning_value,graph_penalty,target_penalty,replicates,fdp_mean,fdp_std,tdp_mean,tdp_std,d_cpdag_mean,d_cpdag_std,fit_seconds_mean,screen_edges_mean,screen_parent_sets_mean,mip_gap_mean,optimal_rate,replicates_planned,complete_replicates,contains_nonoptimal_incumbents
20,2,gies_oracle,known_oracle,bic_x0p5,bic_multiplier,0.5,1.9002256148855208,,10,0.24149693073497208,0.0883219318261866,0.9720396788873549,0.049267480542972635,14.4,9.912954487269005,8.998138704057784,,,,,10,True,False
20,2,gies_oracle,known_oracle,bic_x1,bic_multiplier,1.0,3.800451229771041,,10,0.08339699880531945,0.12591803291086734,0.9707051183719384,0.0534326789024655,6.2,11.232888220657133,7.507394892908633,,,,,10,True,False
20,2,gies_oracle,known_oracle,bic_x2,bic_multiplier,2.0,7.600902459542082,,10,0.055774456521739124,0.10517707128007751,0.9707051183719384,0.0534326789024655,4.5,8.9473770209797,6.9623115078546105,,,,,10,True,False
20,2,gies_oracle,known_oracle,bic_x4,bic_multiplier,4.0,15.201804919084164,,10,0.07252927208712028,0.14000992367308498,0.9571754359053024,0.07979717983825269,6.0,11.460075625114058,6.6556216234341266,,,,,10,True,False
20,2,gnies_unknown,unknown,bic_x0p5,bic_multiplier,0.5,1.9002256148855208,,2,0.8028528244851691,0.025516228076068515,0.4361111111111111,0.051068823085695075,77.0,5.656854249492381,2883.104182562791,,,,,10,False,False
20,2,gnies_unknown,unknown,bic_x1,bic_multiplier,1.0,3.800451229771041,,6,0.7011015167075024,0.09468407946807256,0.5060097737568854,0.09284619402318559,66.0,19.69771560359221,2625.4552097913497,,,,,10,False,False
20,2,gnies_unknown,unknown,bic_x2,bic_multiplier,2.0,7.600902459542082,,9,0.6110501633705278,0.13613430750201178,0.5653070966079096,0.12419907294560545,54.0,19.748417658131498,2165.0863862398805,,,,,10,False,False
20,2,gnies_unknown,unknown,bic_x4,bic_multiplier,4.0,15.201804919084164,,10,0.5032658270834197,0.11293602361307827,0.6110160850355101,0.10372145622783353,41.5,13.786063816606811,1442.6116470881739,,,,,10,True,False
20,2,igsp_oracle,known_oracle,alpha_1em05,alpha=alpha_inv,1e-05,,,10,0.4500894478895148,0.16237312705682358,0.6626622875694012,0.14028078762700222,37.0,19.183326093250876,2.1827410080470147,,,,,10,True,False
20,2,igsp_oracle,known_oracle,alpha_0p0001,alpha=alpha_inv,0.0001,,,10,0.39698600815826696,0.12238735478962226,0.7268915555812158,0.10881658854127567,31.4,14.997777613144333,3.250898207817227,,,,,10,True,False
20,2,igsp_oracle,known_oracle,alpha_0p001,alpha=alpha_inv,0.001,,,10,0.3732206290483956,0.13574154342205713,0.7725673544105496,0.10718325081168815,29.4,16.351690364539618,3.3063658962026237,,,,,10,True,False
20,2,igsp_oracle,known_oracle,alpha_0p01,alpha=alpha_inv,0.01,,,10,0.30564293144268573,0.15073698607984515,0.8547568011226063,0.09394948946059557,23.5,16.56804152578089,2.5795685787685216,,,,,10,True,False
20,2,igsp_oracle,known_oracle,alpha_0p05,alpha=alpha_inv,0.05,,,10,0.5441928527545985,0.0870760736941021,0.7508068232955002,0.10149317851084458,47.0,13.408123574079177,3.887358688656241,,,,,10,True,False
